,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,score
119,1,6,1,10,2,7,3,5,7,4,6,1,5,9,1,9,7,3,6,4,2,2,5,2,0.561522717708483
120,1,6,1,2,2,7,3,5,7,4,6,1,5,9,1,1,7,3,6,4,2,2,5,2,0.562249711003696
121,1,6,1,2,2,7,3,5,7,4,6,1,5,1,1,9,7,3,6,4,2,2,5,2,0.56786722016344
122,1,10,1,10,2,7,1,5,7,4,6,1,5,1,1,9,7,3,6,4,2,2,5,2,0.523950573242932
123,1,10,1,10,2,7,3,5,7,4,6,1,5,1,1,9,7,3,6,4,2,2,5,2,0.519246169050755
124,1,10,1,10,2,7,3,5,7,4,6,1,5,5,1,9,7,3,6,4,2,2,5,2,0.600080187698729
125,1,10,1,10,2,7,3,5,7,4,6,1,5,9,1,9,7,3,6,4,2,2,5,2,0.529288501927062
126,1,0,1,0,2,7,3,5,7,4,6,1,5,5,1,9,7,3,6,4,2,2,5,2,0.566001492084007
127,1,0,1,0,2,7,3,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,2,0.508947193001885
128,1,10,1,0,2,7,3,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,2,0.640693554016132
129,1,0,1,12,2,7,3,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,2,0.622258800560837
130,1,10,1,0,2,7,3,9,7,4,6,1,5,5,1,9,7,3,6,4,2,2,5,2,0.501552827201398
131,1,6,1,0,2,7,3,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,2,0.586008930422341
132,1,10,1,0,2,7,3,5,7,4,6,1,5,9,1,0,7,3,6,4,2,2,5,2,0.604684705199353
133,1,6,1,6,2,7,3,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,2,0.512406491346601
134,1,6,1,10,2,7,3,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,2,0.60082425745788
135,1,6,1,12,2,7,2,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,2,0.527684794800334
136,1,0,1,12,2,7,1,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,2,0.626875284915637
137,1,0,1,12,2,7,1,5,7,4,6,1,5,9,1,0,7,3,6,4,2,2,5,2,0.619530383224158
138,1,0,1,12,2,7,1,5,7,4,6,1,5,9,1,9,7,3,6,4,2,2,5,2,0.519950117026378
139,1,0,1,12,2,7,1,5,7,4,6,1,5,9,1,0,7,3,6,4,6,2,5,2,0.531277068872495
140,1,0,1,12,2,7,1,5,7,4,6,1,5,0,1,9,7,3,6,4,2,2,5,2,0.601649292828021
141,1,0,1,12,2,7,1,5,7,4,6,1,5,5,1,9,7,3,6,4,2,2,5,2,0.52657337343352
142,1,0,1,12,2,7,3,5,7,4,6,1,5,0,1,9,7,3,6,4,2,2,5,2,0.512316794536042
143,1,0,1,8,2,7,1,5,7,4,6,1,5,0,1,9,7,3,6,4,2,2,5,2,0.572609680657004
144,1,0,1,12,2,7,2,5,7,4,6,1,5,0,1,11,7,3,6,4,2,2,5,10,0.540685445312997
145,1,0,1,12,2,7,1,5,7,4,6,1,5,0,1,11,7,3,6,4,2,2,5,12,0.508472298282883
146,1,0,1,8,2,7,2,5,7,4,6,1,5,0,1,11,7,3,6,4,2,2,5,6,0.523907329236555
147,1,0,1,12,2,7,2,5,7,4,6,1,5,0,1,11,7,3,10,4,2,2,5,6,0.505451030441526
148,1,0,1,8,2,7,1,5,7,4,6,1,5,5,1,11,7,3,6,4,2,2,5,6,0.558180255547313
149,1,0,1,8,2,7,1,5,7,4,6,1,5,0,1,11,7,3,6,4,2,2,5,0,0.590233974561354
150,1,12,1,8,2,7,1,5,7,4,6,1,5,0,1,11,7,3,6,4,2,2,5,0,0.571001133542069
151,1,0,1,8,2,7,1,5,7,4,6,1,5,7,1,11,7,3,6,4,2,2,5,0,0.561606498437113
152,1,6,1,8,2,7,1,5,7,4,6,1,5,7,1,11,7,3,6,4,2,2,5,0,0.591008285899495
153,1,0,1,4,2,7,1,5,7,4,6,1,5,7,1,11,7,3,6,4,2,2,5,0,0.574586489666359
154,1,0,1,8,2,7,2,5,7,4,6,1,5,7,1,11,7,3,6,4,2,2,5,0,0.538772093950344
155,1,6,1,8,2,7,1,5,7,4,6,1,5,3,1,11,7,3,6,4,2,2,5,0,0.573921291053625
156,1,6,1,8,2,7,3,5,7,4,6,1,5,7,1,11,7,3,6,4,2,2,5,0,0.596832701836705
157,1,6,1,8,2,7,3,5,7,4,6,1,5,7,1,3,7,3,6,4,2,2,5,0,0.566449483326654
158,1,6,1,8,2,7,3,5,7,4,6,1,5,3,1,11,7,3,6,4,2,2,5,0,0.530927672490185
159,1,6,1,8,2,7,3,5,7,4,6,1,5,7,1,11,7,3,6,4,2,2,5,10,0.579641018997554
160,1,6,1,12,2,7,1,5,7,4,6,1,5,7,1,11,7,3,6,4,2,2,5,0,0.605195797337546
161,1,6,1,8,2,7,1,5,7,4,6,1,5,11,1,11,7,3,6,4,2,2,5,0,0.515662632492248
162,1,6,1,12,2,7,1,5,7,4,6,1,5,7,1,7,7,3,6,4,2,2,5,0,0.622919528331577
163,1,6,1,12,2,7,1,5,7,4,6,1,5,7,1,11,7,3,6,4,2,2,5,12,0.524113106283935
164,1,2,1,12,2,7,1,5,7,4,6,1,5,7,1,7,7,3,6,4,2,2,5,0,0.501213472455427
165,1,6,1,12,2,7,3,5,7,4,6,1,5,7,1,7,7,3,6,4,2,2,5,0,0.600477976914265
166,1,6,1,12,2,7,1,5,7,4,6,1,5,0,1,7,7,3,6,4,2,2,5,0,0.532678865143537
167,1,6,1,12,2,7,1,5,7,4,6,1,5,7,1,7,7,3,6,4,2,2,5,12,0.588618149951363
168,1,6,1,12,2,7,1,5,7,4,6,1,5,11,1,7,7,3,6,4,2,2,5,12,0.519049083186497
169,1,10,1,7,2,7,1,9,7,4,6,1,5,8,1,7,7,3,10,4,2,2,5,12,0.511447363380513
170,1,6,1,7,2,7,1,9,7,4,10,1,5,8,1,7,7,3,10,4,2,2,5,12,0.500497447646018
171,1,6,1,7,2,7,1,9,7,4,6,1,5,8,1,7,7,3,6,4,2,2,5,12,0.51006930872916
172,3,0,1,0,7,4,4,3,4,7,4,6,3,0,1,1,4,5,6,3,4,7,4,0,0.521910234447762
173,3,0,1,6,7,4,4,3,4,7,4,6,3,0,1,1,4,5,6,2,4,7,4,8,0.509577430959476
174,3,0,1,6,7,4,4,3,4,7,4,6,3,0,1,1,4,5,6,3,4,7,4,8,0.518440682746784
175,3,6,1,0,7,4,4,3,4,7,4,6,3,0,1,1,4,5,6,2,4,7,4,8,0.503036896443083
176,1,10,1,8,2,7,3,5,7,4,6,1,5,9,1,0,7,3,6,4,2,2,5,2,0.505491947604307
177,1,10,1,0,2,7,1,5,7,4,6,1,5,9,1,0,7,3,6,4,2,2,5,2,0.538598097124366
178,1,6,1,10,2,7,2,5,7,4,10,1,5,9,1,0,7,3,6,4,2,2,5,2,0.548020558087221
179,1,6,1,10,2,7,3,5,7,4,6,1,5,9,1,0,7,3,6,4,2,2,5,10,0.558688423947209
180,1,6,1,10,2,11,3,5,7,4,6,1,5,9,1,0,7,3,6,4,2,2,5,10,0.501107778092752
181,1,6,1,10,2,7,3,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.610658613879081
182,1,6,1,6,2,7,3,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.585082661226897
183,1,2,1,10,2,7,3,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.520088556382098
184,1,2,1,6,2,7,3,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.59103871471412
185,1,6,1,6,2,7,4,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.5286767057539
186,1,6,1,6,2,7,2,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.561845889725624
187,1,6,1,6,2,7,3,9,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.517115354191889
188,1,6,1,6,2,7,1,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.598740455338611
189,1,6,1,6,2,7,2,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,6,0.525961147110939
190,1,6,1,6,2,7,1,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,12,0.504973059267152
191,1,6,1,0,2,7,3,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.596082405668572
192,1,2,1,6,2,7,1,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.579933003132064
193,1,6,1,0,2,7,1,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.590640521751004
194,1,6,1,6,2,7,1,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,6,0.546729150267454
195,1,6,1,0,2,7,1,5,7,4,6,1,5,0,1,11,7,3,6,4,2,2,5,10,0.55350800699311
196,1,6,1,6,2,7,1,5,7,4,6,1,5,5,1,0,7,3,6,4,2,2,5,10,0.564779346188266
197,1,6,1,6,2,7,2,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,12,0.51855195322367
198,1,10,1,6,2,7,3,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,10,0.573256854995142
199,1,8,1,8,2,7,1,5,7,4,6,1,5,0,1,0,7,3,6,4,2,2,5,6,0.531481032457996
200,1,6,1,6,2,7,1,5,7,4,6,1,5,0,1,9,7,3,6,4,2,2,5,6,0.604322021934947
201,1,10,1,6,2,7,1,5,7,4,6,1,5,0,1,9,7,3,6,4,2,2,5,6,0.558024644194192
202,1,6,1,6,2,11,1,5,7,4,6,1,5,0,1,9,7,3,6,4,2,2,5,6,0.606419296000091
203,1,10,1,6,2,11,1,5,7,4,6,1,5,0,1,9,7,3,6,4,2,2,5,6,0.539317398438611
204,3,12,2,12,3,8,2,5,1,1,2,4,3,6,1,5,3,0,3,8,4,7,4,0,0.686386832856096
205,3,8,2,8,3,8,2,5,1,1,2,4,1,6,1,5,3,0,3,8,4,7,4,0,0.719777024405708
206,3,12,2,8,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,8,4,7,4,0,0.754337673536236
207,3,12,2,8,3,8,2,5,1,1,2,4,1,6,1,5,3,0,3,8,4,7,4,10,0.663472293581566
208,3,12,2,8,3,8,2,5,1,1,2,4,1,6,1,5,3,11,3,8,4,7,4,0,0.729910907190988
209,3,12,2,8,3,12,2,5,1,1,2,4,1,6,1,5,3,0,3,8,4,7,4,0,0.731476108779708
210,3,12,2,12,3,8,2,5,1,1,2,4,3,6,1,0,3,0,3,8,4,7,4,0,0.586096901338572
211,3,12,2,12,3,8,2,5,1,1,2,4,3,6,1,5,1,0,3,8,4,7,2,0,0.62297370229332
212,3,12,2,12,3,8,2,5,1,1,2,4,3,6,1,9,3,0,3,8,4,7,4,0,0.704229128561502
213,3,12,2,12,3,12,2,5,1,1,2,4,3,6,1,5,3,0,3,8,4,7,4,0,0.729763305655826
214,3,12,2,8,3,8,2,5,1,1,2,4,1,6,1,0,3,0,3,8,4,7,4,8,0.78021730947908
215,3,12,2,8,3,8,2,5,1,1,2,4,1,6,1,5,3,7,3,8,4,7,4,0,0.625985033517204
216,3,12,2,8,3,8,2,5,1,1,2,4,1,6,1,9,3,0,3,8,4,7,4,0,0.752969089064372
217,3,12,2,8,3,8,2,5,1,1,4,4,1,6,1,5,3,0,3,8,4,7,4,0,0.722596525763688
218,3,8,2,8,3,8,2,5,1,1,2,4,3,6,1,5,3,0,3,8,2,7,4,0,0.620045141641324
219,3,8,2,8,3,8,2,5,1,1,2,4,3,6,1,5,3,0,3,8,4,7,4,8,0.63018633913654
220,3,8,2,8,3,8,2,5,1,1,2,4,3,6,1,5,3,9,3,8,4,7,4,0,0.69214949669086
221,3,8,2,8,3,8,2,5,1,1,2,4,3,6,1,9,3,0,3,8,4,7,4,0,0.595012829576996
222,3,8,2,8,3,8,2,5,1,1,4,4,3,6,1,5,3,0,3,8,4,7,4,0,0.623079205328326
223,3,8,2,12,3,8,2,5,1,1,2,4,3,6,1,5,3,0,3,8,4,7,4,0,0.753298294874392
224,3,8,2,12,3,8,2,5,1,1,2,2,3,6,1,5,3,0,3,8,4,7,4,0,0.667151895897554
225,3,8,2,12,3,8,2,5,1,1,2,4,1,6,1,5,3,0,3,8,4,7,4,0,0.774571288717066
226,3,8,2,12,3,8,2,5,1,1,2,4,3,6,1,0,3,5,3,8,4,7,4,0,0.69831197264973
227,3,8,2,12,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,8,4,7,4,0,0.78244051049445
228,3,8,2,12,3,8,2,5,1,1,2,4,1,6,1,5,3,0,3,12,4,7,4,0,0.721830667701078
229,3,8,2,12,3,8,2,5,1,1,2,4,1,6,1,5,3,11,3,8,4,7,4,0,0.75080210063296
230,3,8,2,12,3,8,2,5,1,1,4,4,1,6,1,5,3,0,3,8,4,7,4,0,0.708048365660584
231,3,8,2,12,3,8,2,5,1,1,2,2,1,6,1,5,3,11,3,8,4,7,4,0,0.721171930257026
232,3,12,2,12,3,8,2,5,1,1,2,2,1,6,1,5,3,0,3,8,4,7,4,0,0.689137791787354
233,3,8,2,0,3,8,2,5,1,1,2,2,1,6,1,5,3,11,3,8,4,7,4,0,0.673786259398274
234,3,8,2,12,3,8,2,5,1,1,2,2,1,6,1,5,3,11,3,8,2,7,4,0,0.681286495967354
235,3,8,2,12,3,8,2,5,1,1,2,2,1,6,1,5,3,11,3,8,4,7,4,8,0.6374385866644
236,3,8,2,12,3,8,2,5,1,1,2,2,1,6,1,5,3,11,3,8,4,7,4,12,0.723377631096038
237,3,8,2,12,3,8,2,5,1,1,2,2,1,6,1,9,3,11,3,8,4,7,4,0,0.624933900268212
